num,name,price,type,star,sold,from,img_src,url
64,กระเทียมสด 1 กิโลกรัม ใช้ประกอบอาหาร เครื่องเทศ เป็นอาหารเพื่อสุขภาพ 🚚พร้อมส่ง ส่งฟรี,฿139,general,5.0,2.0,จังหวัดพิษณุโลก,no image,https://shopee.co.th//กระเทียมสด-1-กิโลกรัม-ใช้ประกอบอาหาร-เครื่องเทศ-เป็นอาหารเพื่อสุขภาพ-🚚พร้อมส่ง-ส่งฟรี-i.26161339.7988365523
65,น้ำจิ้มซูกิชิ พร้อมส่ง ของแท้ สด รสชาติเดียวกับนั่งกินที่ร้าน ใส่พริก กระเทียม รับประกันความแซ่บ❤,฿39,general,4.8793,3500.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/3cfcb4a7ca73a8d668cf8206a48a89f2_tn,https://shopee.co.th//น้ำจิ้มซูกิชิ-พร้อมส่ง-ของแท้-สด-รสชาติเดียวกับนั่งกินที่ร้าน-ใส่พริก-กระเทียม-รับประกันความแซ่บ❤-i.56585202.6930404050
66,ขนมปังกรอบเนยสด ปังกรอบเนยสด ขนมปังอบกรอบเนยสด ขนมปังกระเทียม 40g,฿10,general,4.9701,1400.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/3433507265f6512b32a5c726de747b92_tn,https://shopee.co.th//ขนมปังกรอบเนยสด-ปังกรอบเนยสด-ขนมปังอบกรอบเนยสด-ขนมปังกระเทียม-40g-i.176940608.3469952139
67,ขนมปังกระเทียมสด ไม่ใส่สารกันบูด,฿50,general,4.8788,76.0,จังหวัดขอนแก่น,https://cf.shopee.co.th/file/20f807254dc8952430dc7081acc0dc76_tn,https://shopee.co.th//ขนมปังกระเทียมสด-ไม่ใส่สารกันบูด-i.244180209.6626854953
68,เนยกระเทียมสด (ปังปังคุง) ขนาด 500 กรัม,฿80,general,4.9213,190.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/d025ff1a0e141bf9871f7e88072263f8_tn,https://shopee.co.th//เนยกระเทียมสด-(ปังปังคุง)-ขนาด-500-กรัม-i.132493549.8008375958
69,กระเทียมดองศรีสะเกษ 🍀 1 kg. กรอบ สด ใหม่จากสวนตามฤดูกาล,฿140 - ฿270,general,5.0,1.0,จังหวัดสุรินทร์,https://cf.shopee.co.th/file/786cae94b82675acf2867fda8a2990c9_tn,https://shopee.co.th//กระเทียมดองศรีสะเกษ-🍀-1-kg.-กรอบ-สด-ใหม่จากสวนตามฤดูกาล-i.116346496.6776314843
70,แหนมหม้อป้าย่น 💯เข้มข้นเพิ่มกระเทียมสดมากขึ้น,฿58,ร้านแนะนำ,4.9398,636.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/97ed24516fc0ba71dd39aa15c5db769c_tn,https://shopee.co.th//แหนมหม้อป้าย่น-💯เข้มข้นเพิ่มกระเทียมสดมากขึ้น-i.255883770.5839084595
71,น้ำสกัดสมุนไพร ลมปราณ (ขิง กระเทียม กระชายสด สกัดเย็น),฿350,ร้านแนะนำ,4.875,36.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/9fad1d9eb2e84c13049f095a80485a48_tn,https://shopee.co.th//น้ำสกัดสมุนไพร-ลมปราณ-(ขิง-กระเทียม-กระชายสด-สกัดเย็น)-i.371321879.10101363852
72,กระเทียมสดใหม่ปลอดสาร 1 กก.มัดจุก กระเทียมปีนี้ garlic,฿55,general,0.0,1.0,จังหวัดแม่ฮ่องสอน,https://cf.shopee.co.th/file/3f8f748256830b114b51f1aefdea6d46_tn,https://shopee.co.th//กระเทียมสดใหม่ปลอดสาร-1-กก.มัดจุก-กระเทียมปีนี้-garlic-i.219823802.3383799472
73,เนยกระเทียมสด​ ปัง ปัง คุง  น้ำหนัก 1 กิโลกรัม,฿145,general,4.8235,96.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/3d0758a827f029f5c9cca3784dea922a_tn,https://shopee.co.th//เนยกระเทียมสด​-ปัง-ปัง-คุง-น้ำหนัก-1-กิโลกรัม-i.132493549.5374512515
74,กระเทียมสด กระเทียมแก้ว Size L 💥 ปลอดสารพิษ💥 เก็บได้นานไม่ฝ่อ,฿110,general,4.6,29.0,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/87130f067582efeeb96560c2c138568e_tn,https://shopee.co.th//กระเทียมสด-กระเทียมแก้ว-Size-L-💥-ปลอดสารพิษ💥-เก็บได้นานไม่ฝ่อ-i.59226588.6716420587
75,กระเทียมโทน 1 ขีด กระเทียมโทนสดคัดทุกเม็ด ไม่มีฝ่อ เนื้อแน่น,฿20,general,0.0,no sold,จังหวัดพิษณุโลก,https://cf.shopee.co.th/file/f65e9ea1279891490f991c47fbd10061_tn,https://shopee.co.th//กระเทียมโทน-1-ขีด-กระเทียมโทนสดคัดทุกเม็ด-ไม่มีฝ่อ-เนื้อแน่น-i.139466108.9039868978
76,💥พร้อมส่ง💥กระเทียมสด กระเทียมแกะเปลือก กระเทียมปอกเปลือก กระเทียมปอกเปลือก กระเทียมเเบ่งขาย,฿35,general,0.0,no sold,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/fdebb7865861d2ff5234949d4bb71e37_tn,https://shopee.co.th//💥พร้อมส่ง💥กระเทียมสด-กระเทียมแกะเปลือก-กระเทียมปอกเปลือก-กระเทียมปอกเปลือก-กระเทียมเเบ่งขาย-i.101060171.9713608528
77,ขนมปังกระเทียมหน้าหนึบ ขนมปังเนยสดหน้าหนึบ หอมเนย ขนมปังกรอบ🍞🧄🧈,฿45,general,4.931,213.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/67d3953b4b0fa3664a4d7228ead8ab5b_tn,https://shopee.co.th//ขนมปังกระเทียมหน้าหนึบ-ขนมปังเนยสดหน้าหนึบ-หอมเนย-ขนมปังกรอบ🍞🧄🧈-i.60355476.5642466051
78,⭐️ MODY ปังกรอบเนยสด รสเนยกระเทียม Crispy Toast ⭐️,฿15,general,4.9167,684.0,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/1f88d00813efae5eede8a0b8b2100abf_tn,https://shopee.co.th//⭐️-MODY-ปังกรอบเนยสด-รสเนยกระเทียม-Crispy-Toast-⭐️-i.59168365.6146719167
79,ปังกระเทียม🌰ปังเนยสด 🧀แผ่นบาง กรอบ อร่อย😋,฿15,ร้านแนะนำ,4.8063,1600.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/d1cc7d459b1d19104551179160ae9930_tn,https://shopee.co.th//ปังกระเทียม🌰ปังเนยสด-🧀แผ่นบาง-กรอบ-อร่อย😋-i.61301868.6222247387
80,ผักดองยายดา กระเทียมโทน รสชาติอร่อย สดใหม่,฿150,general,4.7403,142.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/893a0116da72eec70418e20170af90a0_tn,https://shopee.co.th//ผักดองยายดา-กระเทียมโทน-รสชาติอร่อย-สดใหม่-i.361164476.9205870568
81,แหนมหม้อกระเทียมสด by ร้านศรีพรรณ ตลาดวโรรส เชียงใหม่,฿150,general,5.0,17.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/733ce6b0fce290542226a6452e217b0f_tn,https://shopee.co.th//แหนมหม้อกระเทียมสด-by-ร้านศรีพรรณ-ตลาดวโรรส-เชียงใหม่-i.213088515.5131811304
82,กระเทียมสดบดหยาบ ขิงสดไม่ผสมนำ้ตาล มีเลข.อย ไม่ผสมสารกันบูด,฿140 - ฿260,general,4.6,14.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/3d5e142123aacf1907a8ad962aac83ce_tn,https://shopee.co.th//กระเทียมสดบดหยาบ-ขิงสดไม่ผสมนำ้ตาล-มีเลข.อย-ไม่ผสมสารกันบูด-i.1714958.4539606150
83,ขนมปังกรอบเนยสด เนยกระเทียม คุณหน่อยเบเกอรี่ เจ้าดัง มี 3 ขนาดให้เลือก  170g 350g สุดคุ้ม 750g,฿96 - ฿303,general,4.7023,492.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/d1466cec81624050e1ea7672f85d8054_tn,https://shopee.co.th//ขนมปังกรอบเนยสด-เนยกระเทียม-คุณหน่อยเบเกอรี่-เจ้าดัง-มี-3-ขนาดให้เลือก-170g-350g-สุดคุ้ม-750g-i.45363644.5515327204
84,ต้นกระเทียม ต้นเทียมใหญ่ๆสวย ผักสด ต่อ 1 กิโลกรัม,฿180,general,4.5,9.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/9c465c9326b7a7745dafe10b8bad3fbf_tn,https://shopee.co.th//ต้นกระเทียม-ต้นเทียมใหญ่ๆสวย-ผักสด-ต่อ-1-กิโลกรัม-i.369331220.5876956073
